subject	total	semester
73.514	44	20141
73.515	10	20092
73.515	13	20102
73.515	10	20111
73.515	28	20131
73.516	8	20101
73.516	13	20112
73.516	27	20132
73.517	10	20092
73.517	15	20102
73.517	19	20111
73.517	19	20122
73.517	16	20131
73.518	5	20101
73.518	17	20112
73.518	36	20132
73.519	12	20092
73.519	6	20102
73.519	18	20111
73.519	21	20122
73.520	4	20102
73.520	21	20111
73.520	26	20131
73.521	13	20091
73.521	8	20101
73.521	14	20112
73.521	24	20121
73.521	43	20141
73.522	23	20092
73.522	33	20102
73.522	45	20111
73.522	37	20122
73.522	29	20131
73.523	14	20101
73.523	26	20112
73.523	29	20121
73.523	23	20132
73.523	21	20141
73.524	55	20092
73.524	43	20102
73.524	38	20111
73.524	35	20122
73.524	33	20131
73.525	25	20091
73.525	25	20101
73.525	19	20112
73.525	25	20121
73.525	21	20132
73.525	17	20141
73.526	24	20092
73.526	16	20102
73.526	23	20111
73.526	16	20122
73.526	25	20131
73.527	10	20091
73.527	11	20101
73.527	17	20112
73.527	41	20132
73.528	5	20092
73.528	12	20102
73.528	14	20111
73.528	32	20131
73.529	6	20101
73.529	18	20112
73.529	41	20132
73.530	8	20101
73.530	8	20112
73.530	17	20121
73.530	27	20132
73.531	20	20092
73.531	14	20102
73.531	29	20111
73.531	40	20131
73.532	12	20082
73.532	20	20091
73.532	11	20101
73.532	24	20112
73.532	26	20121
73.532	24	20132
73.532	13	20141
73.533	14	20102
73.533	11	20111
73.533	33	20131
73.534	3	20101
73.534	13	20112
73.534	19	20121
73.534	32	20132
73.535	15	20092
73.535	7	20102
73.535	12	20111
73.535	16	20122
73.535	23	20131
73.536	9	20112
73.536	9	20121
73.536	25	20132
73.537	1	20102
73.537	4	20111
73.537	7	20122
73.537	13	20131
73.538	21	20121
73.538	12	20141
73.539	4	20122
73.539	11	20131
73.540	5	20122
73.541	13	20112
73.541	14	20132
73.543	13	20141
73.547	9	20112
73.547	12	20132
73.548	18	20111
73.548	16	20131
73.549	17	20121
73.549	15	20141
73.550	16	20101
73.550	11	20121
73.550	16	20141
73.551	4	20131
73.552	13	20101
73.552	7	20112
73.552	6	20132
73.554	13	20132
73.555	17	20111
73.555	19	20131
73.556	9	20091
73.556	11	20121
73.556	14	20141
73.557	11	20122
73.558	12	20112
73.558	14	20132
73.560	54	20122
73.562	12	20111
73.562	14	20131
73.564	9	20111
73.564	9	20131
73.566	15	20122
74.500	6	20121
74.500	11	20141
74.501	8	20092
74.501	6	20102
74.501	14	20111
74.501	15	20131
74.502	9	20121
74.502	8	20141
74.506	12	20082
74.506	35	20091
74.506	23	20101
74.506	8	20112
74.506	20	20121
74.506	13	20141
74.508	10	20091
74.508	8	20101
74.508	3	20112
74.508	11	20132
74.509	4	20122
74.511	7	20082
74.511	11	20091
74.511	14	20101
74.511	9	20112
74.511	17	20121
74.511	11	20141
74.512	2	20122
74.513	6	20112
74.513	3	20132
74.514	1	20092
74.514	3	20102
74.514	11	20122
74.515	15	20121
74.515	2	20141
74.516	11	20092
74.516	16	20102
74.516	6	20111
74.516	20	20122
74.519	1	20121
74.519	6	20132
74.523	29	20081
74.523	22	20092
74.523	20	20102
74.523	20	20111
74.523	22	20131
74.524	3	20082
74.524	13	20101
74.524	5	20112
74.524	7	20132
74.525	9	20131
74.526	22	20082
74.526	42	20091
74.526	23	20101
74.526	13	20112
74.526	19	20121
74.526	25	20141
74.527	12	20092
74.527	11	20102
74.527	11	20111
74.527	19	20122
74.528	8	20101
74.528	4	20112
74.528	14	20121
74.528	5	20141
74.529	5	20102
74.529	4	20111
74.529	9	20122
74.530	2	20081
74.530	1	20122
74.531	3	20082
74.531	5	20091
74.531	10	20101
74.531	8	20112
74.531	7	20121
74.531	2	20132
74.531	1	20141
74.532	1	20092
74.532	1	20102
74.532	1	20122
74.532	1	20131
74.533	3	20091
74.533	1	20101
74.533	3	20112
74.533	4	20121
74.533	1	20132
74.533	1	20141
74.538	6	20081
74.538	10	20092
74.538	9	20102
74.538	12	20111
74.538	8	20131
74.539	1	20112
74.539	3	20132
74.540	2	20112
74.540	5	20132
74.542	12	20112
74.542	4	20121
74.542	2	20141
74.543	16	20081
74.543	24	20092
74.543	11	20102
74.543	20	20111
74.543	25	20122
74.546	5	20121
74.546	3	20141
74.550	8	20081
74.550	10	20092
74.550	8	20102
74.550	13	20111
74.550	13	20131
74.551	2	20112
74.551	4	20132
74.552	9	20111
74.552	9	20122
74.553	4	20132
74.555	7	20101
74.555	4	20112
74.555	12	20121
74.555	7	20141
74.556	7	20092
74.556	5	20102
74.556	11	20111
74.556	7	20122
74.557	17	20121
74.557	10	20141
74.558	2	20111
74.558	9	20131
74.559	8	20112
74.559	9	20132
74.561	1	20111
74.561	6	20131
74.562	2	20132
74.563	5	20131
74.566	4	20132
74.566	1	20141
74.579	1	20112
74.579	1	20121
74.579	2	20132
74.579	4	20141
75.554	18	20101
75.554	19	20112
75.554	16	20121
75.554	16	20132
75.554	16	20141
75.555	3	20102
75.555	7	20111
75.555	9	20122
75.555	9	20131
75.556	16	20101
75.556	17	20112
75.556	46	20132
75.557	4	20092
75.557	21	20102
75.557	48	20111
75.557	23	20122
75.557	27	20131
75.558	6	20101
75.558	17	20112
75.558	20	20121
75.558	38	20141
75.559	8	20092
75.559	27	20102
75.559	33	20111
75.559	14	20122
75.559	23	20131
75.560	2	20092
75.560	7	20102
75.560	12	20111
75.560	18	20122
75.560	3	20131
75.561	18	20101
75.561	15	20112
75.561	11	20121
75.561	7	20132
75.561	14	20141
75.562	16	20092
75.562	44	20102
75.562	44	20111
75.562	35	20122
75.562	34	20131
75.563	28	20101
75.563	38	20112
75.563	32	20121
75.563	52	20141
75.564	6	20102
75.564	11	20111
75.564	23	20131
75.565	23	20112
75.565	20	20121
75.565	25	20132
75.565	22	20141
75.566	5	20111
75.566	12	20131
75.567	10	20112
75.567	12	20121
75.567	16	20141
75.568	10	20102
75.568	9	20111
75.568	23	20122
75.569	8	20112
75.569	17	20132
75.570	15	20101
75.570	22	20112
75.570	21	20121
75.570	47	20141
75.571	10	20102
75.571	10	20111
75.571	31	20131
75.572	9	20112
75.572	27	20132
75.573	27	20111
75.573	30	20122
75.573	29	20131
75.574	3	20112
75.574	10	20132
75.575	20	20122
75.576	2	20112
75.576	11	20132
75.577	1	20102
75.577	3	20111
75.577	3	20131
75.578	6	20121
75.578	4	20141
75.579	2	20122
75.580	1	20102
75.580	2	20131
75.581	8	20132
75.582	11	20102
75.582	14	20111
75.582	26	20131
75.583	6	20132
75.584	1	20102
75.584	9	20131
75.585	25	20132
75.586	1	20102
75.586	3	20111
75.586	16	20131
75.587	9	20132
75.588	1	20111
75.588	4	20131
75.589	1	20112
75.589	22	20121
75.589	35	20141
75.590	14	20112
75.590	39	20132
75.591	5	20102
75.591	3	20122
75.592	3	20112
75.592	9	20132
75.593	9	20122
75.594	2	20121
75.594	7	20141
75.595	10	20111
75.595	13	20131
75.596	8	20121
75.596	18	20141
75.597	17	20122
75.598	12	20132
75.600	10	20141
75.601	4	20122
75.604	10	20121
75.604	17	20141
75.607	9	20131
75.611	11	20112
75.611	19	20132
75.613	11	20121
75.613	6	20141
75.614	11	20092
75.614	36	20102
75.614	16	20111
75.614	12	20122
75.614	14	20131
75.616	3	20111
75.616	8	20122
75.616	4	20131
76.500	25	20101
76.500	7	20112
76.500	13	20121
76.500	3	20132
76.500	7	20141
76.501	16	20092
76.501	12	20102
76.501	12	20111
76.501	8	20122
76.501	5	20131
76.502	4	20101
76.502	8	20112
76.502	4	20121
76.502	4	20132
76.502	5	20141
76.503	8	20102
76.503	6	20111
76.503	13	20131
76.504	5	20101
76.504	7	20112
76.504	18	20121
76.504	9	20132
76.505	9	20102
76.505	17	20111
76.505	10	20122
76.505	14	20131
76.506	46	20101
76.506	25	20112
76.506	23	20121
76.506	14	20132
76.506	19	20141
76.507	8	20092
76.507	19	20102
76.507	19	20111
76.507	16	20131
76.508	10	20112
76.508	14	20132
76.509	11	20131
76.510	72	20092
76.510	46	20102
76.510	52	20111
76.510	27	20122
76.510	21	20131
76.511	35	20101
76.511	15	20112
76.511	20	20121
76.511	10	20132
76.511	16	20141
76.512	12	20092
76.512	14	20102
76.512	21	20111
76.512	12	20122
76.512	13	20131
76.513	5	20101
76.513	15	20112
76.513	7	20132
76.514	11	20092
76.514	34	20102
76.514	11	20111
76.514	26	20131
76.515	12	20112
76.515	12	20132
76.516	4	20102
76.516	20	20122
76.517	21	20101
76.517	8	20112
76.517	13	20121
76.517	23	20141
76.518	2	20102
76.518	10	20111
76.518	16	20131
76.519	7	20112
76.519	14	20132
76.520	6	20101
76.520	10	20112
76.520	5	20121
76.520	12	20141
76.521	2	20102
76.521	5	20111
76.521	12	20122
76.522	9	20101
76.522	9	20112
76.522	12	20121
76.522	9	20141
76.523	4	20122
76.524	5	20121
76.524	4	20141
76.525	5	20111
76.525	7	20122
76.526	20	20101
76.526	9	20112
76.526	8	20121
76.526	14	20141
76.527	2	20092
76.527	2	20102
76.527	1	20111
76.527	14	20131
76.528	4	20121
76.528	11	20141
76.529	3	20102
76.529	7	20111
76.529	9	20122
76.530	5	20102
76.530	4	20122
76.531	11	20101
76.531	5	20112
76.531	7	20132
76.532	15	20092
76.532	6	20102
76.532	12	20111
76.532	8	20131
76.533	7	20121
76.533	4	20141
76.536	7	20102
76.536	1	20122
76.537	9	20112
76.537	4	20132
76.539	9	20121
76.539	7	20141
76.540	4	20101
76.540	4	20141
76.541	9	20122
76.542	12	20121
76.542	3	20141
76.543	5	20122
76.544	2	20141
76.545	3	20131
76.546	3	20101
76.546	4	20112
76.546	5	20121
76.546	3	20141
76.547	3	20111
76.547	2	20131
76.551	1	20101
76.551	1	20112
76.551	4	20121
76.551	1	20132
76.551	1	20141
76.552	1	20102
76.552	2	20111
76.552	4	20122
76.554	11	20102
76.554	5	20122
76.573	1	20132
78.563	9	20092
78.563	18	20102
78.563	12	20111
78.563	10	20122
78.563	15	20131
78.564	1	20091
78.564	13	20101
78.564	7	20112
78.564	7	20121
78.564	6	20132
78.564	3	20141
78.565	4	20092
78.565	20	20102
78.565	15	20111
78.565	6	20122
78.565	8	20131
78.566	13	20091
78.566	30	20101
78.566	11	20112
78.566	23	20121
78.566	10	20132
78.566	10	20141
78.567	15	20092
78.567	14	20102
78.567	25	20111
78.567	16	20122
78.567	25	20131
78.568	7	20091
78.568	18	20101
78.568	12	20112
78.568	13	20121
78.568	12	20132
78.568	9	20141
78.569	2	20092
78.569	13	20102
78.569	10	20111
78.569	11	20122
78.569	5	20131
78.570	4	20092
78.570	24	20102
78.570	13	20111
78.570	2	20122
78.570	5	20131
78.571	8	20091
78.571	17	20101
78.571	11	20112
78.571	10	20121
78.571	6	20132
78.571	7	20141
78.572	4	20092
78.572	10	20102
78.572	7	20111
78.572	7	20122
78.572	3	20131
78.573	6	20121
78.573	6	20141
78.574	3	20102
78.574	10	20111
78.574	2	20122
78.574	6	20131
78.575	3	20112
78.575	8	20121
78.575	9	20132
78.575	10	20141
78.576	1	20092
78.576	7	20102
78.576	7	20111
78.576	6	20122
78.576	5	20131
78.577	3	20112
78.577	8	20121
78.577	7	20132
78.577	8	20141
78.578	2	20102
78.578	1	20111
78.578	6	20122
78.578	3	20131
78.579	4	20112
78.579	9	20121
78.579	9	20132
78.579	6	20141
78.580	1	20101
78.580	4	20112
78.580	10	20121
78.580	4	20132
78.580	7	20141
78.581	11	20122
78.582	12	20112
78.582	8	20121
78.582	15	20141
78.583	8	20102
78.583	14	20111
78.583	12	20122
78.583	12	20131
78.584	6	20112
78.584	11	20132
78.586	15	20121
78.586	16	20141
78.587	13	20111
78.587	11	20131
78.588	2	20101
78.588	1	20112
78.588	2	20121
78.588	6	20132
78.588	6	20141
78.589	4	20102
78.589	18	20122
78.590	10	20131
78.591	12	20112
78.591	16	20132
78.592	19	20111
78.592	16	20131
78.593	5	20112
78.593	6	20121
78.593	6	20132
78.593	4	20141
78.594	3	20122
78.595	1	20121
78.595	3	20141
78.596	4	20122
78.597	5	20132
78.598	4	20122
78.599	2	20121
78.599	5	20141
78.600	1	20111
78.600	2	20131
78.601	3	20112
78.601	9	20132
78.602	10	20131
78.603	2	20112
78.603	6	20121
78.603	4	20141
78.604	3	20131
78.605	3	20101
78.605	2	20112
78.605	1	20121
78.605	11	20132
78.605	4	20141
78.606	2	20131
78.607	3	20132
78.610	1	20121
78.610	4	20132
78.611	3	20122
78.616	1	20141
79.550	9	20091
79.550	7	20101
79.550	5	20112
79.550	9	20121
79.550	4	20141
79.551	7	20092
79.551	3	20102
79.551	18	20111
79.551	8	20122
79.551	6	20131
79.552	8	20112
79.552	4	20121
79.552	7	20141
79.553	2	20092
79.553	3	20102
79.553	2	20111
79.553	5	20122
79.553	3	20131
79.554	7	20101
79.554	5	20112
79.554	10	20121
79.554	5	20132
79.554	8	20141
79.555	5	20092
79.555	6	20102
79.555	3	20111
79.555	5	20122
79.555	1	20131
79.556	4	20101
79.556	5	20112
79.556	4	20121
79.556	4	20132
79.556	6	20141
79.557	5	20092
79.557	2	20102
79.557	4	20111
79.557	4	20122
79.557	3	20131
79.558	5	20121
79.558	7	20132
79.558	5	20141
79.559	4	20092
79.559	6	20102
79.559	4	20111
79.559	2	20122
79.559	3	20131
79.560	3	20092
79.560	2	20102
79.560	6	20111
79.560	5	20122
79.560	8	20131
79.561	6	20112
79.561	6	20121
79.561	7	20132
79.562	9	20102
79.562	5	20111
79.562	6	20131
79.563	7	20091
79.563	6	20101
79.563	9	20112
79.563	7	20121
79.563	3	20132
79.563	6	20141
79.564	4	20111
79.564	4	20131
79.565	4	20121
79.565	3	20141
79.566	4	20131
79.567	5	20112
79.567	4	20121
79.567	4	20132
79.567	3	20141
79.568	6	20111
79.568	6	20122
79.568	3	20131
79.569	5	20132
79.570	7	20112
79.570	6	20121
79.570	7	20141
79.571	4	20102
79.571	1	20111
79.571	1	20122
79.571	1	20131
79.572	3	20121
79.572	7	20141
79.573	8	20131
79.574	10	20101
79.574	11	20132
79.575	4	20111
79.575	10	20131
79.576	6	20141
79.577	1	20131
79.578	7	20112
79.578	8	20132
79.579	5	20131
79.590	3	20132
79.594	3	20112
79.594	1	20121
79.595	5	20131
79.598	2	20141
79.600	1	20121
79.600	1	20141
79.602	4	20132
79.605	1	20122
79.606	1	20141
79.611	5	20132
79.616	1	20122
79.616	1	20131
79.617	1	20112
79.617	1	20132
79.617	1	20141
80.500	56	20081
80.500	45	20092
80.500	49	20102
80.500	74	20111
80.500	39	20122
80.500	48	20131
80.501	52	20082
80.501	91	20091
80.501	74	20101
80.501	39	20112
80.501	64	20121
80.501	38	20132
80.501	43	20141
80.502	102	20081
80.502	42	20092
80.502	47	20102
80.502	82	20111
80.502	57	20122
80.502	51	20131
80.503	59	20082
80.503	84	20091
80.503	80	20101
80.503	54	20112
80.503	52	20121
80.503	48	20132
80.503	53	20141
80.504	63	20092
80.504	57	20102
80.504	81	20111
80.504	34	20122
80.504	53	20131
80.505	42	20082
80.505	73	20091
80.505	59	20101
80.505	54	20112
80.505	50	20121
80.505	19	20132
80.505	39	20141
80.506	19	20081
80.506	41	20092
80.506	46	20102
80.506	46	20111
80.506	41	20122
80.506	37	20131
80.507	17	20082
80.507	33	20091
80.507	34	20101
80.507	33	20112
80.507	40	20121
80.507	27	20132
80.507	33	20141
80.508	9	20081
80.508	24	20092
80.508	23	20102
80.508	27	20111
80.508	22	20122
80.508	18	20131
80.509	22	20082
80.509	27	20091
80.509	33	20101
80.509	47	20112
80.509	36	20121
80.509	43	20132
80.509	25	20141
80.510	16	20082
80.510	38	20091
80.510	43	20101
80.510	35	20112
80.510	50	20121
80.510	33	20132
80.510	28	20141
80.511	28	20092
80.511	36	20102
80.511	27	20111
80.511	27	20122
80.511	24	20131
80.512	20	20101
80.512	15	20112
80.512	19	20121
80.512	13	20132
80.512	19	20141
80.513	27	20092
80.513	25	20102
80.513	24	20111
80.513	26	20122
80.513	36	20131
80.514	7	20082
80.514	16	20091
80.514	33	20101
80.514	30	20112
80.514	36	20121
80.514	31	20132
80.514	38	20141
80.515	14	20092
80.515	13	20102
80.515	10	20111
80.515	14	20122
80.515	13	20131
80.516	20	20091
80.516	24	20101
80.516	28	20112
80.516	34	20121
80.516	29	20132
80.516	35	20141
80.517	22	20092
80.517	13	20102
80.517	25	20111
80.517	21	20122
80.517	37	20131
80.518	5	20091
80.518	37	20101
80.518	20	20112
80.518	35	20121
80.518	15	20132
80.518	19	20141
80.519	12	20092
80.519	13	20102
80.519	22	20111
80.519	27	20122
80.519	22	20131
80.520	7	20092
80.520	14	20102
80.520	16	20111
80.520	21	20122
80.520	28	20131
80.521	7	20082
80.521	13	20091
80.521	21	20101
80.521	21	20112
80.521	24	20121
80.521	47	20132
80.521	27	20141
80.522	10	20092
80.522	18	20102
80.522	13	20111
80.522	18	20122
80.522	20	20131
80.523	7	20091
80.523	14	20101
80.523	16	20112
80.523	17	20121
80.523	18	20132
80.523	19	20141
80.524	11	20092
80.524	13	20102
80.524	24	20111
80.524	23	20122
80.524	20	20131
80.525	14	20101
80.525	17	20112
80.525	22	20121
80.525	13	20132
80.525	20	20141
80.526	11	20092
80.526	11	20102
80.526	17	20111
80.526	15	20122
80.526	20	20131
80.527	9	20101
80.527	16	20112
80.527	17	20121
80.527	27	20132
80.527	20	20141
80.528	8	20102
80.528	11	20111
80.528	13	20122
80.528	22	20131
80.529	22	20101
80.529	14	20112
80.529	21	20121
80.529	23	20132
80.529	20	20141
80.530	7	20091
80.530	11	20101
80.530	16	20112
80.530	13	20121
80.530	15	20132
80.530	24	20141
80.531	19	20102
80.531	5	20111
80.531	17	20122
80.531	21	20131
80.532	4	20091
80.532	11	20101
80.532	21	20112
80.532	23	20121
80.532	23	20132
80.532	22	20141
80.533	7	20092
80.533	10	20102
80.533	11	20111
80.533	17	20122
80.533	12	20131
80.534	10	20101
80.534	18	20112
80.534	19	20121
80.534	14	20132
80.534	18	20141
80.535	9	20102
80.535	10	20111
80.535	15	20122
80.535	17	20131
80.536	9	20112
80.536	14	20121
80.536	16	20132
80.536	18	20141
80.537	12	20111
80.537	11	20122
80.537	22	20131
80.538	7	20112
80.538	10	20121
80.538	18	20132
80.538	13	20141
80.539	9	20102
80.539	15	20111
80.539	25	20122
80.539	18	20131
80.540	1	20102
80.540	20	20122
80.541	1	20112
80.541	12	20121
80.541	26	20141
80.542	6	20111
80.542	6	20131
80.543	4	20091
80.543	10	20121
80.543	12	20141
80.544	12	20122
80.545	11	20112
80.545	9	20121
80.545	15	20132
80.545	17	20141
80.546	1	20102
80.546	11	20111
80.546	15	20122
80.546	17	20131
80.547	5	20112
80.547	4	20121
80.547	9	20132
80.547	10	20141
80.548	6	20111
80.548	5	20131
80.549	20	20112
80.549	12	20132
80.550	12	20112
80.550	19	20132
80.551	12	20122
80.552	4	20141
80.553	9	20122
80.554	14	20132
80.555	3	20092
80.555	5	20131
80.558	6	20112
80.558	7	20121
80.558	17	20132
80.558	15	20141
80.559	1	20111
80.559	4	20122
80.559	3	20131
80.560	5	20122
80.560	4	20131
80.561	14	20121
80.561	21	20141
80.562	11	20111
80.562	14	20131
80.563	4	20132
80.564	6	20131
80.565	15	20141
80.566	5	20131
80.570	3	20132
80.572	8	20132
80.573	2	20131
81.500	8	20101
81.500	6	20112
81.500	13	20132
81.501	7	20092
81.501	7	20102
81.501	8	20111
81.501	5	20122
81.501	13	20131
81.502	2	20101
81.502	7	20112
81.502	1	20121
81.502	12	20132
81.502	3	20141
81.503	5	20131
81.504	2	20112
81.504	7	20121
81.504	13	20141
81.505	1	20092
81.505	7	20102
81.505	3	20111
81.505	6	20122
81.505	10	20131
81.506	20	20101
81.506	7	20112
81.506	16	20121
81.506	12	20132
81.506	16	20141
81.507	9	20102
81.507	11	20111
81.507	15	20122
81.507	15	20131
81.508	4	20112
81.508	4	20121
81.508	19	20141
81.509	5	20111
81.509	4	20122
81.510	6	20102
81.510	3	20111
81.510	6	20131
81.511	4	20112
81.511	6	20121
81.511	8	20141
81.512	3	20102
81.512	2	20111
81.512	8	20122
81.513	14	20101
81.513	7	20112
81.513	22	20121
81.513	24	20141
81.514	7	20102
81.514	9	20111
81.514	14	20131
81.515	6	20132
81.516	2	20111
81.516	1	20122
81.517	2	20112
81.517	8	20132
81.518	4	20092
81.518	9	20102
81.518	9	20111
81.518	10	20122
81.518	13	20131
81.519	3	20112
81.519	5	20121
81.519	5	20141
81.520	4	20112
81.520	6	20121
81.520	10	20132
81.521	3	20122
81.521	3	20131
81.522	2	20112
81.522	6	20132
81.523	7	20092
81.523	6	20102
81.523	4	20111
81.523	3	20122
81.523	9	20131
81.524	3	20132
81.527	4	20111
81.527	6	20122
81.527	5	20131
81.528	1	20121
81.528	3	20141
81.530	3	20131
81.531	4	20132
81.532	3	20131
81.533	1	20121
81.533	4	20141
81.534	5	20122
81.541	1	20122
81.541	1	20131
81.544	5	20132
81.545	2	20131
81.546	1	20121
81.546	3	20141
81.547	2	20131
81.552	1	20092
81.561	1	20092
81.568	17	20101
81.568	7	20112
81.568	6	20121
81.568	6	20132
81.568	8	20141
81.573	2	20101
81.580	1	20112
81.581	2	20102
81.581	2	20111
81.581	3	20122
85.611	5	20092
85.611	1	20102
85.611	3	20111
85.611	4	20122
85.611	8	20131
85.612	1	20091
85.612	5	20101
85.612	4	20112
85.612	2	20121
85.612	1	20132
85.612	5	20141
85.613	5	20092
85.613	2	20102
85.613	3	20111
85.613	3	20122
85.613	5	20131
85.614	6	20091
85.614	5	20101
85.614	4	20112
85.614	13	20121
85.614	5	20132
85.614	8	20141
85.615	12	20092
85.615	4	20102
85.615	4	20111
85.615	7	20122
85.615	8	20131
85.616	3	20091
85.616	7	20101
85.616	7	20112
85.616	4	20121
85.616	5	20132
85.616	4	20141
85.617	4	20092
85.617	4	20102
85.617	4	20111
85.617	3	20122
85.617	3	20131
85.618	4	20101
85.618	2	20112
85.618	1	20121
85.618	4	20132
85.618	4	20141
85.619	2	20092
85.619	5	20111
85.619	4	20122
85.619	6	20131
85.620	3	20092
85.620	3	20102
85.620	2	20111
85.620	3	20122
85.620	2	20131
85.621	6	20101
85.621	1	20112
85.621	7	20132
85.622	12	20111
85.622	7	20131
85.623	5	20112
85.623	5	20132
85.624	2	20092
85.624	2	20111
85.624	2	20122
85.624	4	20131
85.625	7	20112
85.625	5	20132
85.626	4	20111
85.626	9	20131
85.627	1	20121
85.627	10	20132
85.628	1	20102
85.628	1	20111
85.628	3	20122
85.628	4	20131
85.629	8	20112
85.629	10	20132
85.630	5	20121
85.630	3	20141
85.631	2	20131
85.632	1	20121
85.632	1	20132
85.632	1	20141
85.633	10	20131
85.634	10	20132
85.635	4	20102
85.635	3	20111
85.635	4	20131
85.636	7	20101
85.636	5	20112
85.636	8	20121
85.636	10	20141
85.637	2	20111
85.637	7	20122
85.638	4	20132
85.639	1	20092
85.639	2	20102
85.639	3	20111
85.639	5	20131
85.640	2	20122
85.640	2	20131
85.641	1	20121
85.641	2	20141
85.642	2	20122
85.642	1	20131
85.643	2	20112
85.643	1	20121
85.643	1	20132
85.643	1	20141
85.644	2	20102
85.644	2	20111
85.644	1	20122
85.644	1	20131
85.645	2	20132
85.646	3	20131
85.649	3	20112
85.651	5	20131
85.653	3	20122
85.654	2	20121
85.655	2	20122
85.658	1	20112
85.660	1	20111
86.501	43	20091
86.501	32	20101
86.501	15	20112
86.501	17	20121
86.501	9	20132
86.501	20	20141
86.502	7	20092
86.502	22	20102
86.502	15	20111
86.502	18	20122
86.502	9	20131
86.503	9	20101
86.503	15	20112
86.503	10	20121
86.503	7	20132
86.503	8	20141
86.504	14	20102
86.504	15	20111
86.504	10	20122
86.504	5	20131
86.505	21	20091
86.505	18	20101
86.505	20	20112
86.505	18	20121
86.505	10	20132
86.505	17	20141
86.506	23	20092
86.506	27	20102
86.506	15	20111
86.506	18	20122
86.506	11	20131
86.507	25	20091
86.507	29	20101
86.507	13	20112
86.507	17	20121
86.507	7	20132
86.507	18	20141
86.508	21	20102
86.508	19	20111
86.508	13	20122
86.508	14	20131
86.509	42	20091
86.509	34	20101
86.509	18	20112
86.509	22	20121
86.509	13	20132
86.509	19	20141
86.510	9	20091
86.510	20	20101
86.510	17	20112
86.510	12	20121
86.510	10	20132
86.510	6	20141
86.511	15	20092
86.511	8	20102
86.511	17	20111
86.511	12	20122
86.511	11	20131
86.512	20	20091
86.512	10	20101
86.512	7	20112
86.512	11	20121
86.512	8	20132
86.512	10	20141
86.513	11	20111
86.513	7	20122
86.513	14	20131
86.514	16	20112
86.514	8	20121
86.514	8	20132
86.514	7	20141
86.515	11	20092
86.515	12	20102
86.515	17	20111
86.515	10	20122
86.515	13	20131
86.516	9	20112
86.516	9	20121
86.516	8	20132
86.516	9	20141
86.517	7	20092
86.517	13	20102
86.517	22	20111
86.517	9	20122
86.517	14	20131
86.518	10	20112
86.518	6	20121
86.518	9	20132
86.518	15	20141
86.519	2	20102
86.519	4	20111
86.519	13	20122
86.519	5	20131
86.520	14	20102
86.520	12	20111
86.520	12	20122
86.520	11	20131
86.521	31	20091
86.521	29	20101
86.521	12	20112
86.521	19	20121
86.521	7	20132
86.521	19	20141
86.522	7	20092
86.522	6	20102
86.522	19	20111
86.522	11	20122
86.522	9	20131
86.523	13	20101
86.523	10	20112
86.523	16	20121
86.523	8	20132
86.523	10	20141
86.524	7	20122
86.524	12	20131
86.525	9	20112
86.525	11	20121
86.525	8	20132
86.525	4	20141
86.526	10	20122
86.526	9	20131
86.527	10	20112
86.527	6	20121
86.527	9	20132
86.527	8	20141
86.528	9	20122
86.528	18	20131
86.529	4	20112
86.529	8	20121
86.529	5	20132
86.529	9	20141
86.530	9	20132
86.531	10	20122
86.532	14	20132
86.533	7	20131
86.534	3	20112
86.535	3	20131
86.536	2	20121
86.536	4	20141
86.538	3	20121
86.538	3	20141
86.539	8	20131
86.541	11	20132
86.542	2	20131
86.543	2	20132
86.545	3	20112
86.545	3	20121
86.545	11	20141
86.546	11	20122
86.547	4	20132
86.548	7	20131
86.549	3	20121
86.549	3	20141
86.580	3	20122
86.581	3	20121
86.581	3	20141
86.583	9	20132
86.585	5	20121
86.585	12	20141
86.586	11	20131
86.587	4	20121
86.587	11	20141
86.588	2	20122
86.589	1	20121
86.589	10	20132
86.589	6	20141
01.500	383	20092
01.500	392	20102
01.500	590	20111
01.500	312	20122
01.500	428	20131
01.501	28	20091
01.501	244	20101
01.501	418	20112
01.501	460	20121
01.501	334	20132
01.501	318	20141
01.502	405	20092
01.502	391	20102
01.502	610	20111
01.502	389	20122
01.502	416	20131
01.503	111	20091
01.503	326	20101
01.503	422	20112
01.503	415	20121
01.503	343	20132
01.503	374	20141
01.504	224	20092
01.504	387	20102
01.504	415	20111
01.504	340	20122
01.504	332	20131
01.505	310	20091
01.505	567	20101
01.505	551	20112
01.505	759	20121
01.505	433	20132
01.505	623	20141
01.506	257	20092
01.506	418	20102
01.506	490	20111
01.506	366	20122
01.506	421	20131
01.507	300	20091
01.507	451	20101
01.507	340	20112
01.507	466	20121
01.507	260	20132
01.507	376	20141
01.508	101	20092
01.508	293	20102
01.508	321	20111
01.508	332	20122
01.508	307	20131
01.509	74	20091
01.509	165	20101
01.509	238	20112
01.509	280	20121
01.509	226	20132
01.509	252	20141
01.510	74	20101
01.510	224	20112
01.510	263	20121
01.510	259	20132
01.510	277	20141
01.511	68	20102
01.511	104	20111
01.511	238	20122
01.511	290	20131
01.512	125	20101
01.512	293	20112
01.512	335	20121
01.512	280	20132
01.512	324	20141
01.513	35	20092
01.513	73	20102
01.513	111	20111
01.513	268	20122
01.513	295	20131
01.514	59	20101
01.514	149	20112
01.514	202	20121
01.514	291	20132
01.514	293	20141
01.515	86	20102
